run_id,group_id,replicate,task_key,difficulty,budget_tier,runtime_policy,final_status,success,artifact_complete,lineage_linked,run_config_linked,event_log_linked,snapshot_linked,report_linked,missing_required_artifacts,run_config_path,event_log_path,snapshot_path,report_path,summary_row_id
issue221-full-20260417_fixed_threshold_gate_high_solubility_r01,fixed_threshold_gate,1,high_solubility,easy,low_cost_first,static_threshold_gate,WAITING_PLAN_CONFIRM,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-full-20260417/run_configs/issue221-full-20260417_fixed_threshold_gate_high_solubility_r01.json,data/logs/issue221-full-20260417_fixed_threshold_gate_high_solubility_r01.jsonl,data/snapshots/issue221-full-20260417_fixed_threshold_gate_high_solubility_r01.jsonl,,340e5a726594
issue221-full-20260417_fixed_threshold_gate_high_solubility_r02,fixed_threshold_gate,2,high_solubility,easy,low_cost_first,static_threshold_gate,WAITING_PLAN_CONFIRM,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-full-20260417/run_configs/issue221-full-20260417_fixed_threshold_gate_high_solubility_r02.json,data/logs/issue221-full-20260417_fixed_threshold_gate_high_solubility_r02.jsonl,data/snapshots/issue221-full-20260417_fixed_threshold_gate_high_solubility_r02.jsonl,,61f16bcfc967
issue221-full-20260417_fixed_threshold_gate_secondary_balance_r01,fixed_threshold_gate,1,secondary_balance,medium,standard,static_threshold_gate,WAITING_PLAN_CONFIRM,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-full-20260417/run_configs/issue221-full-20260417_fixed_threshold_gate_secondary_balance_r01.json,data/logs/issue221-full-20260417_fixed_threshold_gate_secondary_balance_r01.jsonl,data/snapshots/issue221-full-20260417_fixed_threshold_gate_secondary_balance_r01.jsonl,,d4cbce1325ac
issue221-full-20260417_fixed_threshold_gate_secondary_balance_r02,fixed_threshold_gate,2,secondary_balance,medium,standard,static_threshold_gate,WAITING_PLAN_CONFIRM,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-full-20260417/run_configs/issue221-full-20260417_fixed_threshold_gate_secondary_balance_r02.json,data/logs/issue221-full-20260417_fixed_threshold_gate_secondary_balance_r02.jsonl,data/snapshots/issue221-full-20260417_fixed_threshold_gate_secondary_balance_r02.jsonl,,b383c81ada1a
issue221-full-20260417_dynamic_no_belief_state_enzyme_like_fold_r01,dynamic_no_belief_state,1,enzyme_like_fold,medium,standard,dynamic_observation_only,WAITING_PLAN_CONFIRM,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-full-20260417/run_configs/issue221-full-20260417_dynamic_no_belief_state_enzyme_like_fold_r01.json,data/logs/issue221-full-20260417_dynamic_no_belief_state_enzyme_like_fold_r01.jsonl,data/snapshots/issue221-full-20260417_dynamic_no_belief_state_enzyme_like_fold_r01.jsonl,,6063570d0edd
issue221-full-20260417_dynamic_no_belief_state_enzyme_like_fold_r02,dynamic_no_belief_state,2,enzyme_like_fold,medium,standard,dynamic_observation_only,WAITING_PLAN_CONFIRM,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-full-20260417/run_configs/issue221-full-20260417_dynamic_no_belief_state_enzyme_like_fold_r02.json,data/logs/issue221-full-20260417_dynamic_no_belief_state_enzyme_like_fold_r02.jsonl,data/snapshots/issue221-full-20260417_dynamic_no_belief_state_enzyme_like_fold_r02.jsonl,,2e025a880cfa
issue221-full-20260417_dynamic_no_belief_state_binding_scaffold_r01,dynamic_no_belief_state,1,binding_scaffold,hard,high_cost_sensitive,dynamic_observation_only,WAITING_PLAN_CONFIRM,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-full-20260417/run_configs/issue221-full-20260417_dynamic_no_belief_state_binding_scaffold_r01.json,data/logs/issue221-full-20260417_dynamic_no_belief_state_binding_scaffold_r01.jsonl,data/snapshots/issue221-full-20260417_dynamic_no_belief_state_binding_scaffold_r01.jsonl,,deec782b2c98
issue221-full-20260417_dynamic_no_belief_state_high_solubility_r01,dynamic_no_belief_state,1,high_solubility,easy,low_cost_first,dynamic_observation_only,WAITING_PLAN_CONFIRM,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-full-20260417/run_configs/issue221-full-20260417_dynamic_no_belief_state_high_solubility_r01.json,data/logs/issue221-full-20260417_dynamic_no_belief_state_high_solubility_r01.jsonl,data/snapshots/issue221-full-20260417_dynamic_no_belief_state_high_solubility_r01.jsonl,,f4c0ae0129d5
issue221-full-20260417_dynamic_no_belief_state_high_solubility_r02,dynamic_no_belief_state,2,high_solubility,easy,low_cost_first,dynamic_observation_only,WAITING_PLAN_CONFIRM,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-full-20260417/run_configs/issue221-full-20260417_dynamic_no_belief_state_high_solubility_r02.json,data/logs/issue221-full-20260417_dynamic_no_belief_state_high_solubility_r02.jsonl,data/snapshots/issue221-full-20260417_dynamic_no_belief_state_high_solubility_r02.jsonl,,b8a04e5dd47e
issue221-full-20260417_dynamic_no_belief_state_secondary_balance_r01,dynamic_no_belief_state,1,secondary_balance,medium,standard,dynamic_observation_only,WAITING_PLAN_CONFIRM,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-full-20260417/run_configs/issue221-full-20260417_dynamic_no_belief_state_secondary_balance_r01.json,data/logs/issue221-full-20260417_dynamic_no_belief_state_secondary_balance_r01.jsonl,data/snapshots/issue221-full-20260417_dynamic_no_belief_state_secondary_balance_r01.jsonl,,898015763715
issue221-full-20260417_dynamic_no_belief_state_secondary_balance_r02,dynamic_no_belief_state,2,secondary_balance,medium,standard,dynamic_observation_only,WAITING_PLAN_CONFIRM,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-full-20260417/run_configs/issue221-full-20260417_dynamic_no_belief_state_secondary_balance_r02.json,data/logs/issue221-full-20260417_dynamic_no_belief_state_secondary_balance_r02.jsonl,data/snapshots/issue221-full-20260417_dynamic_no_belief_state_secondary_balance_r02.jsonl,,98e22e9245b4
issue221-full-20260417_lite_belief_state_enzyme_like_fold_r01,lite_belief_state,1,enzyme_like_fold,medium,standard,lite_belief_state,WAITING_PLAN_CONFIRM,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-full-20260417/run_configs/issue221-full-20260417_lite_belief_state_enzyme_like_fold_r01.json,data/logs/issue221-full-20260417_lite_belief_state_enzyme_like_fold_r01.jsonl,data/snapshots/issue221-full-20260417_lite_belief_state_enzyme_like_fold_r01.jsonl,,37c8cefb3d7b
issue221-full-20260417_lite_belief_state_enzyme_like_fold_r02,lite_belief_state,2,enzyme_like_fold,medium,standard,lite_belief_state,WAITING_PLAN_CONFIRM,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-full-20260417/run_configs/issue221-full-20260417_lite_belief_state_enzyme_like_fold_r02.json,data/logs/issue221-full-20260417_lite_belief_state_enzyme_like_fold_r02.jsonl,data/snapshots/issue221-full-20260417_lite_belief_state_enzyme_like_fold_r02.jsonl,,6108890238f6
issue221-full-20260417_lite_belief_state_binding_scaffold_r01,lite_belief_state,1,binding_scaffold,hard,high_cost_sensitive,lite_belief_state,WAITING_PLAN_CONFIRM,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-full-20260417/run_configs/issue221-full-20260417_lite_belief_state_binding_scaffold_r01.json,data/logs/issue221-full-20260417_lite_belief_state_binding_scaffold_r01.jsonl,data/snapshots/issue221-full-20260417_lite_belief_state_binding_scaffold_r01.jsonl,,477229fd794a
issue221-full-20260417_lite_belief_state_high_solubility_r01,lite_belief_state,1,high_solubility,easy,low_cost_first,lite_belief_state,WAITING_PLAN_CONFIRM,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-full-20260417/run_configs/issue221-full-20260417_lite_belief_state_high_solubility_r01.json,data/logs/issue221-full-20260417_lite_belief_state_high_solubility_r01.jsonl,data/snapshots/issue221-full-20260417_lite_belief_state_high_solubility_r01.jsonl,,462cb45dc4c5
issue221-full-20260417_lite_belief_state_high_solubility_r02,lite_belief_state,2,high_solubility,easy,low_cost_first,lite_belief_state,WAITING_PLAN_CONFIRM,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-full-20260417/run_configs/issue221-full-20260417_lite_belief_state_high_solubility_r02.json,data/logs/issue221-full-20260417_lite_belief_state_high_solubility_r02.jsonl,data/snapshots/issue221-full-20260417_lite_belief_state_high_solubility_r02.jsonl,,3f1d530711b5
issue221-full-20260417_lite_belief_state_secondary_balance_r01,lite_belief_state,1,secondary_balance,medium,standard,lite_belief_state,WAITING_PLAN_CONFIRM,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-full-20260417/run_configs/issue221-full-20260417_lite_belief_state_secondary_balance_r01.json,data/logs/issue221-full-20260417_lite_belief_state_secondary_balance_r01.jsonl,data/snapshots/issue221-full-20260417_lite_belief_state_secondary_balance_r01.jsonl,,29a607dd9352
issue221-full-20260417_lite_belief_state_secondary_balance_r02,lite_belief_state,2,secondary_balance,medium,standard,lite_belief_state,WAITING_PLAN_CONFIRM,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-full-20260417/run_configs/issue221-full-20260417_lite_belief_state_secondary_balance_r02.json,data/logs/issue221-full-20260417_lite_belief_state_secondary_balance_r02.jsonl,data/snapshots/issue221-full-20260417_lite_belief_state_secondary_balance_r02.jsonl,,874e36d916c4
