run_id,group_id,replicate,task_key,difficulty,budget_tier,runtime_policy,final_status,success,artifact_complete,lineage_linked,run_config_linked,event_log_linked,snapshot_linked,report_linked,missing_required_artifacts,run_config_path,event_log_path,snapshot_path,report_path,summary_row_id
issue221-real-full-20260418b_fixed_threshold_gate_high_solubility_r01,fixed_threshold_gate,1,high_solubility,easy,low_cost_first,static_threshold_gate,RUNNING,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-real-full-20260418b/run_configs/issue221-real-full-20260418b_fixed_threshold_gate_high_solubility_r01.json,data/logs/issue221-real-full-20260418b_fixed_threshold_gate_high_solubility_r01.jsonl,data/snapshots/issue221-real-full-20260418b_fixed_threshold_gate_high_solubility_r01.jsonl,,9b10f68cf0d2
issue221-real-full-20260418b_fixed_threshold_gate_high_solubility_r02,fixed_threshold_gate,2,high_solubility,easy,low_cost_first,static_threshold_gate,RUNNING,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-real-full-20260418b/run_configs/issue221-real-full-20260418b_fixed_threshold_gate_high_solubility_r02.json,data/logs/issue221-real-full-20260418b_fixed_threshold_gate_high_solubility_r02.jsonl,data/snapshots/issue221-real-full-20260418b_fixed_threshold_gate_high_solubility_r02.jsonl,,e6ff9f8cc56a
issue221-real-full-20260418b_fixed_threshold_gate_secondary_balance_r01,fixed_threshold_gate,1,secondary_balance,medium,standard,static_threshold_gate,RUNNING,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-real-full-20260418b/run_configs/issue221-real-full-20260418b_fixed_threshold_gate_secondary_balance_r01.json,data/logs/issue221-real-full-20260418b_fixed_threshold_gate_secondary_balance_r01.jsonl,data/snapshots/issue221-real-full-20260418b_fixed_threshold_gate_secondary_balance_r01.jsonl,,fa393e547be4
issue221-real-full-20260418b_fixed_threshold_gate_secondary_balance_r02,fixed_threshold_gate,2,secondary_balance,medium,standard,static_threshold_gate,RUNNING,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-real-full-20260418b/run_configs/issue221-real-full-20260418b_fixed_threshold_gate_secondary_balance_r02.json,data/logs/issue221-real-full-20260418b_fixed_threshold_gate_secondary_balance_r02.jsonl,data/snapshots/issue221-real-full-20260418b_fixed_threshold_gate_secondary_balance_r02.jsonl,,0d8dbf8d1257
issue221-real-full-20260418b_dynamic_no_belief_state_enzyme_like_fold_r01,dynamic_no_belief_state,1,enzyme_like_fold,medium,standard,dynamic_observation_only,RUNNING,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-real-full-20260418b/run_configs/issue221-real-full-20260418b_dynamic_no_belief_state_enzyme_like_fold_r01.json,data/logs/issue221-real-full-20260418b_dynamic_no_belief_state_enzyme_like_fold_r01.jsonl,data/snapshots/issue221-real-full-20260418b_dynamic_no_belief_state_enzyme_like_fold_r01.jsonl,,4b4720e0f0e1
issue221-real-full-20260418b_dynamic_no_belief_state_enzyme_like_fold_r02,dynamic_no_belief_state,2,enzyme_like_fold,medium,standard,dynamic_observation_only,RUNNING,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-real-full-20260418b/run_configs/issue221-real-full-20260418b_dynamic_no_belief_state_enzyme_like_fold_r02.json,data/logs/issue221-real-full-20260418b_dynamic_no_belief_state_enzyme_like_fold_r02.jsonl,data/snapshots/issue221-real-full-20260418b_dynamic_no_belief_state_enzyme_like_fold_r02.jsonl,,4ac06be69add
issue221-real-full-20260418b_dynamic_no_belief_state_binding_scaffold_r01,dynamic_no_belief_state,1,binding_scaffold,hard,high_cost_sensitive,dynamic_observation_only,RUNNING,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-real-full-20260418b/run_configs/issue221-real-full-20260418b_dynamic_no_belief_state_binding_scaffold_r01.json,data/logs/issue221-real-full-20260418b_dynamic_no_belief_state_binding_scaffold_r01.jsonl,data/snapshots/issue221-real-full-20260418b_dynamic_no_belief_state_binding_scaffold_r01.jsonl,,ab93106a7b22
issue221-real-full-20260418b_dynamic_no_belief_state_high_solubility_r01,dynamic_no_belief_state,1,high_solubility,easy,low_cost_first,dynamic_observation_only,RUNNING,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-real-full-20260418b/run_configs/issue221-real-full-20260418b_dynamic_no_belief_state_high_solubility_r01.json,data/logs/issue221-real-full-20260418b_dynamic_no_belief_state_high_solubility_r01.jsonl,data/snapshots/issue221-real-full-20260418b_dynamic_no_belief_state_high_solubility_r01.jsonl,,9140b341fcce
issue221-real-full-20260418b_dynamic_no_belief_state_high_solubility_r02,dynamic_no_belief_state,2,high_solubility,easy,low_cost_first,dynamic_observation_only,RUNNING,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-real-full-20260418b/run_configs/issue221-real-full-20260418b_dynamic_no_belief_state_high_solubility_r02.json,data/logs/issue221-real-full-20260418b_dynamic_no_belief_state_high_solubility_r02.jsonl,data/snapshots/issue221-real-full-20260418b_dynamic_no_belief_state_high_solubility_r02.jsonl,,cb5f8586b615
issue221-real-full-20260418b_dynamic_no_belief_state_secondary_balance_r01,dynamic_no_belief_state,1,secondary_balance,medium,standard,dynamic_observation_only,FAILED,False,True,True,True,True,False,False,[],output/experiment/w16-expr-1/issue221-real-full-20260418b/run_configs/issue221-real-full-20260418b_dynamic_no_belief_state_secondary_balance_r01.json,data/logs/issue221-real-full-20260418b_dynamic_no_belief_state_secondary_balance_r01.jsonl,data/snapshots/issue221-real-full-20260418b_dynamic_no_belief_state_secondary_balance_r01.jsonl,,05c49b4cba2d
issue221-real-full-20260418b_dynamic_no_belief_state_secondary_balance_r02,dynamic_no_belief_state,2,secondary_balance,medium,standard,dynamic_observation_only,FAILED,False,True,True,True,True,False,False,[],output/experiment/w16-expr-1/issue221-real-full-20260418b/run_configs/issue221-real-full-20260418b_dynamic_no_belief_state_secondary_balance_r02.json,data/logs/issue221-real-full-20260418b_dynamic_no_belief_state_secondary_balance_r02.jsonl,data/snapshots/issue221-real-full-20260418b_dynamic_no_belief_state_secondary_balance_r02.jsonl,,824b86efb20a
issue221-real-full-20260418b_lite_belief_state_enzyme_like_fold_r01,lite_belief_state,1,enzyme_like_fold,medium,standard,lite_belief_state,FAILED,False,True,True,True,True,False,False,[],output/experiment/w16-expr-1/issue221-real-full-20260418b/run_configs/issue221-real-full-20260418b_lite_belief_state_enzyme_like_fold_r01.json,data/logs/issue221-real-full-20260418b_lite_belief_state_enzyme_like_fold_r01.jsonl,data/snapshots/issue221-real-full-20260418b_lite_belief_state_enzyme_like_fold_r01.jsonl,,2f866fe43602
issue221-real-full-20260418b_lite_belief_state_enzyme_like_fold_r02,lite_belief_state,2,enzyme_like_fold,medium,standard,lite_belief_state,FAILED,False,True,True,True,True,False,False,[],output/experiment/w16-expr-1/issue221-real-full-20260418b/run_configs/issue221-real-full-20260418b_lite_belief_state_enzyme_like_fold_r02.json,data/logs/issue221-real-full-20260418b_lite_belief_state_enzyme_like_fold_r02.jsonl,data/snapshots/issue221-real-full-20260418b_lite_belief_state_enzyme_like_fold_r02.jsonl,,b24622130813
issue221-real-full-20260418b_lite_belief_state_binding_scaffold_r01,lite_belief_state,1,binding_scaffold,hard,high_cost_sensitive,lite_belief_state,FAILED,False,True,True,True,True,False,False,[],output/experiment/w16-expr-1/issue221-real-full-20260418b/run_configs/issue221-real-full-20260418b_lite_belief_state_binding_scaffold_r01.json,data/logs/issue221-real-full-20260418b_lite_belief_state_binding_scaffold_r01.jsonl,data/snapshots/issue221-real-full-20260418b_lite_belief_state_binding_scaffold_r01.jsonl,,a5d1928e7b97
issue221-real-full-20260418b_lite_belief_state_high_solubility_r01,lite_belief_state,1,high_solubility,easy,low_cost_first,lite_belief_state,FAILED,False,True,True,True,True,False,False,[],output/experiment/w16-expr-1/issue221-real-full-20260418b/run_configs/issue221-real-full-20260418b_lite_belief_state_high_solubility_r01.json,data/logs/issue221-real-full-20260418b_lite_belief_state_high_solubility_r01.jsonl,data/snapshots/issue221-real-full-20260418b_lite_belief_state_high_solubility_r01.jsonl,,7e0d4795d270
issue221-real-full-20260418b_lite_belief_state_high_solubility_r02,lite_belief_state,2,high_solubility,easy,low_cost_first,lite_belief_state,FAILED,False,True,True,True,True,False,False,[],output/experiment/w16-expr-1/issue221-real-full-20260418b/run_configs/issue221-real-full-20260418b_lite_belief_state_high_solubility_r02.json,data/logs/issue221-real-full-20260418b_lite_belief_state_high_solubility_r02.jsonl,data/snapshots/issue221-real-full-20260418b_lite_belief_state_high_solubility_r02.jsonl,,05a727782897
issue221-real-full-20260418b_lite_belief_state_secondary_balance_r01,lite_belief_state,1,secondary_balance,medium,standard,lite_belief_state,FAILED,False,True,True,True,True,False,False,[],output/experiment/w16-expr-1/issue221-real-full-20260418b/run_configs/issue221-real-full-20260418b_lite_belief_state_secondary_balance_r01.json,data/logs/issue221-real-full-20260418b_lite_belief_state_secondary_balance_r01.jsonl,data/snapshots/issue221-real-full-20260418b_lite_belief_state_secondary_balance_r01.jsonl,,98bbefecf3e3
issue221-real-full-20260418b_lite_belief_state_secondary_balance_r02,lite_belief_state,2,secondary_balance,medium,standard,lite_belief_state,RUNNING,False,True,True,True,True,True,False,[],output/experiment/w16-expr-1/issue221-real-full-20260418b/run_configs/issue221-real-full-20260418b_lite_belief_state_secondary_balance_r02.json,data/logs/issue221-real-full-20260418b_lite_belief_state_secondary_balance_r02.jsonl,data/snapshots/issue221-real-full-20260418b_lite_belief_state_secondary_balance_r02.jsonl,,e4cf42f5e702
