run_id,group_id,replicate,task_key,difficulty,budget_tier,agent_style,final_status,success,artifact_complete,lineage_linked,run_config_linked,event_log_linked,snapshot_linked,report_linked,missing_required_artifacts,run_config_path,event_log_path,snapshot_path,report_path,summary_row_id
issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r01,E1,1,high_solubility,easy,low_cost_first,multi_branch_selection,DONE,True,True,True,True,True,True,True,[],output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r01.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r01.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r01.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r01_denovo.md,5c66c14ba6a0
issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r02,E1,2,high_solubility,easy,low_cost_first,multi_branch_selection,DONE,True,True,True,True,True,True,True,[],output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r02.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r02.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r02.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r02_denovo.md,1701f7fbb767
issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r01,E1,1,secondary_balance,medium,standard,multi_branch_selection,DONE,True,True,True,True,True,True,True,[],output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r01.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r01.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r01.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r01_denovo.md,d1a53d872477
issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r02,E1,2,secondary_balance,medium,standard,multi_branch_selection,DONE,True,True,True,True,True,True,True,[],output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r02.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r02.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r02.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r02_denovo.md,17ce3dd334e6
issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r01,E2,1,enzyme_like_fold,medium,standard,reflection_recovery,DONE,True,True,True,True,True,True,True,[],output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r01.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r01.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r01.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r01_denovo.md,f7cc87381eea
issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r02,E2,2,enzyme_like_fold,medium,standard,reflection_recovery,DONE,True,True,True,True,True,True,True,[],output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r02.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r02.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r02.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r02_denovo.md,13244fb53958
issue172-live-qwen-flash-tunnel-r1_E2_binding_scaffold_r01,E2,1,binding_scaffold,hard,high_cost_sensitive,reflection_recovery,DONE,True,True,True,True,True,True,True,[],output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E2_binding_scaffold_r01.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E2_binding_scaffold_r01.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E2_binding_scaffold_r01.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E2_binding_scaffold_r01_denovo.md,da98eb0a556f
issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r01,E2,1,high_solubility,easy,low_cost_first,reflection_recovery,DONE,True,True,True,True,True,True,True,[],output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r01.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r01.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r01.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r01_denovo.md,612afc8212c3
issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r02,E2,2,high_solubility,easy,low_cost_first,reflection_recovery,DONE,True,True,True,True,True,True,True,[],output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r02.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r02.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r02.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r02_denovo.md,18c9f40b515d
issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r01,E2,1,secondary_balance,medium,standard,reflection_recovery,DONE,True,True,True,True,True,True,True,[],output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r01.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r01.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r01.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r01_denovo.md,095ada77db91
issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r02,E2,2,secondary_balance,medium,standard,reflection_recovery,DONE,True,True,True,True,True,True,True,[],output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r02.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r02.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r02.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r02_denovo.md,1bacc7322c4c
